USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23736 14580 ?        Ss   10:19   0:16 /sbin/init splash
g         254596  0.0  0.0 460256  8576 ?        Sl   16:33   0:00 /usr/libexec/gvfsd-network --spawner :1.17 /org/gtk/gvfs/exec_spaw/3
g         254623  0.0  0.0 388404  9216 ?        Sl   16:33   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.17 /org/gtk/gvfs/exec_spaw/5
g         287451  0.0  0.8 1212244560 130468 ?   Sl   18:00   0:03 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=483 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=27659860316 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      292993  0.0  0.0      0     0 ?        I<   18:14   0:00 [kworker/R-wg-cr]
g         304449  0.3  1.3 1212317436 210944 ?   Sl   18:44   0:28 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=550 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=30307515102 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      326380  0.0  0.0      0     0 ?        I    19:42   0:01 [kworker/3:0-wg-crypt-wg0]
root      330528  0.0  0.0      0     0 ?        I    19:53   0:00 [kworker/5:2-wg-crypt-wg0]
root      335328  0.0  0.0      0     0 ?        I    20:06   0:00 [kworker/9:0-wg-crypt-wg0]
g         336863  0.1  0.4 3215664 71236 ?       Sl   20:10   0:03 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root      337058  0.0  0.0      0     0 ?        S    20:10   0:00 [psimon]
g         337343  0.0  0.7 1212228224 115536 ?   Sl   20:11   0:01 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=673 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=35520953525 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
g         338547  0.3  0.9 1212272692 151488 ?   Sl   20:13   0:08 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --extension-process --init-isolate-as-foreground --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=676 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=35677410267 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
g         338556  4.3  0.9 1213859132 159364 ?   Sl   20:13   1:54 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --pdf-renderer --lang=ru --js-flags=--jitless --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=677 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=35677555038 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      339825  0.2  0.0      0     0 ?        I    20:16   0:06 [kworker/u32:1-flush-259:0]
g         342886 15.2  2.9 1213958736 472576 ?   Rl   20:21   5:32 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=690 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=36139253596 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      342925  0.1  0.0      0     0 ?        I<   20:21   0:02 [kworker/u33:2-rb_allocator]
g         343038  0.1  1.0 1212280088 176228 ?   Sl   20:21   0:03 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=692 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=36158014404 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      343049  0.0  0.0      0     0 ?        I    20:21   0:00 [kworker/7:2-wg-crypt-wg0]
root      344293  0.3  0.0      0     0 ?        I    20:25   0:06 [kworker/u32:4-i915]
root      344904  0.0  0.0      0     0 ?        I    20:26   0:00 [kworker/8:0-events]
root      344924  0.0  0.0      0     0 ?        I    20:26   0:00 [kworker/4:2-wg-crypt-wg0]
g         344986  0.8  1.7 1212338308 274428 ?   Sl   20:26   0:15 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=701 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=36446285918 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
g         345652  0.8  1.4 2250900 238416 ?      Sl   20:28   0:15 /usr/bin/nautilus --gapplication-service
g         346992  0.1  1.1 1212280432 190380 ?   Sl   20:31   0:02 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=707 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=36720952831 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
g         347673  1.9  2.5 1187214716 403332 ?   SLl  20:34   0:27 /usr/share/code/code
g         347679  0.0  0.2 34046568 46848 ?      S    20:34   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
g         347680  0.0  0.2 34046556 47104 ?      S    20:34   0:00 /usr/share/code/code --type=zygote
g         347682  0.0  0.0 34046580 11752 ?      S    20:34   0:00 /usr/share/code/code --type=zygote
g         347697  0.0  0.0 33575880 3200 ?       Sl   20:34   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/g/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=38a4b825-ad95-447e-b3c1-d8d79c945e76&iid=38a4b825-ad95-447e-b3c1-d8d79c945e76&sid=38a4b825-ad95-447e-b3c1-d8d79c945e76 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.93.1 --annotation=lsb-release=Ubuntu 24.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=30.4.0 --initial-client-fd=42 --shared-client-connection
g         347712  1.3  0.8 34555140 140684 ?     Sl   20:34   0:18 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
g         347720  0.5  0.4 33851120 67548 ?      Sl   20:34   0:08 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
g         347760  4.6  1.6 1191604728 273348 ?   Sl   20:34   1:05 /usr/share/code/code --type=renderer --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1733728758215388 --launch-time-ticks=36913442976 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:85618ad4-7d7d-4fe7-970d-12c0e4b44424
g         347803  1.1  1.4 1186885656 230116 ?   Sl   20:34   0:16 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
g         347815  1.4  0.6 1186883532 110520 ?   Sl   20:34   0:20 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
g         347816  0.1  0.5 1186900476 91644 ?    Sl   20:34   0:01 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
g         347867  0.0  0.5 1186815888 84724 ?    Sl   20:34   0:00 /usr/share/code/code /home/g/.vscode/extensions/mtxr.sqltools-0.28.3/dist/languageserver.js --node-ipc --clientProcessId=347803
g         347921  0.1  0.6 1186816120 108144 ?   Sl   20:34   0:01 /usr/share/code/code /home/g/.vscode/extensions/gitlab.gitlab-workflow-5.21.0/assets/language-server/node/main-bundle.js --stdio --clientProcessId=347803
root      347951  0.0  0.0      0     0 ?        I    20:34   0:00 [kworker/3:2-wg-crypt-wg0]
g         348727  0.0  0.0   9248  5888 pts/4    Ss   20:36   0:00 bash
root      355583  0.0  0.0      0     0 ?        I<   20:40   0:00 [kworker/u33:3-rb_allocator]
root      355595  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/1:2-cgroup_destroy]
root      355674  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/10:2-mm_percpu_wq]
root      355757  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/14:2-wg-crypt-wg0]
root      355794  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/12:2-wg-crypt-wg0]
root      355882  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/6:0-wg-crypt-wg0]
root      356395  0.1  0.0      0     0 ?        I    20:42   0:01 [kworker/u32:0-writeback]
root      356485  0.3  0.0      0     0 ?        I    20:42   0:03 [kworker/u32:3-flush-259:0]
root      357070  0.0  0.0      0     0 ?        I    20:44   0:00 [kworker/15:1-wg-crypt-wg0]
root      357803  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/7:0-wg-crypt-wg0]
root      357816  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/11:3-events]
root      357919  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/10:1-wg-crypt-wg0]
root      357931  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/9:2-events]
root      357946  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/3:1-wg-crypt-wg0]
root      358195  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/12:0-wg-crypt-wg0]
root      358281  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/13:0-wg-crypt-wg0]
g         358363  0.1  0.0   4528  3100 ?        S    20:47   0:00 /home/g/.vscode/extensions/ms-python.python-2024.14.1-linux-x64/python-env-tools/bin/pet server
g         358458  0.4  0.6 1186900540 96704 ?    Sl   20:47   0:02 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=347697 --enable-crash-reporter=bdf3173e-0c1a-41ae-9eca-928abcf31eb2,no_channel --user-data-dir=/home/g/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2953542822287157572,3408150353192414242,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
g         358482  0.0  0.0   8764  5376 pts/6    Ss+  20:47   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
root      358523  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/0:0-wg-crypt-wg0]
root      358591  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/6:1-wg-crypt-wg0]
root      358592  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/2:1-wg-crypt-wg0]
root      358593  0.3  0.0      0     0 ?        I<   20:47   0:02 [kworker/u33:1-i915_flip]
root      358663  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/0:3-wg-crypt-wg0]
root      358697  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/1:3-events]
root      358724  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/13:3-wg-crypt-wg0]
root      358737  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/8:3-wg-crypt-wg0]
root      358740  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/5:3-wg-crypt-wg0]
g         358816  0.0  0.0   8896  5248 pts/7    Ss+  20:47   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
root      358832  0.1  0.0      0     0 ?        I    20:48   0:00 [kworker/15:2-i915-unordered]
root      358978  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/4:3-mm_percpu_wq]
g         359815  0.1  0.5 1186815888 86732 ?    Sl   20:49   0:00 /usr/share/code/code /home/g/.vscode/extensions/visualstudioexptteam.intellicode-api-usage-examples-0.2.8/dist/server/server.js --node-ipc --clientProcessId=347803
g         359823  0.4  0.8 1188982688 134364 ?   Sl   20:49   0:01 /usr/share/code/code /home/g/.vscode/extensions/ms-python.vscode-pylance-2024.12.1/dist/server.bundle.js --cancellationReceive=file:491ea100957dfaa4ba0e6b3bb006eaa94e866c643b --node-ipc --clientProcessId=347803
root      359850  0.2  0.0      0     0 ?        I    20:49   0:01 [kworker/u32:2-flush-259:0]
root      360720  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/11:1-events]
root      360748  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/2:3-events]
root      360808  0.0  0.0      0     0 ?        I    20:52   0:00 [kworker/14:3-wg-crypt-wg0]
g         362297  0.2  0.4 1186815888 74360 ?    Sl   20:55   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=347803
g         362367  0.0  0.0  86188  6620 ?        Sl   20:55   0:00 /usr/lib/libreoffice/program/oosplash --writer file:///home/g/%D0%97%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BA%D0%B8/%D0%BB%D0%B0%D0%B1%D1%8Blinux/6%D0%BB%D0%B0%D0%B1%D0%B0/6%20%D0%BB%D0%B0%D0%B1%D0%B0%20%D0%B7%D0%B0%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5.docx
g         362383  6.4  2.5 1974472 412064 ?      Sl   20:55   0:09 /usr/lib/libreoffice/program/soffice.bin --writer file:///home/g/%D0%97%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BA%D0%B8/%D0%BB%D0%B0%D0%B1%D1%8Blinux/6%D0%BB%D0%B0%D0%B1%D0%B0/6%20%D0%BB%D0%B0%D0%B1%D0%B0%20%D0%B7%D0%B0%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5.docx --splash-pipe=5
g         362673  7.3  1.3 1213885644 219508 ?   Sl   20:56   0:08 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --extension-process --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=725 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=38208334977 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      362717  0.0  0.0      0     0 ?        I    20:56   0:00 [kworker/13:1-mm_percpu_wq]
root      362740  0.0  0.0      0     0 ?        I    20:56   0:00 [kworker/15:0]
g         362775  0.0  0.4 1212153936 74676 ?    Sl   20:56   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=4165 --enable-crash-reporter=4e97d8da-acae-4623-b3ce-9275fed2aba4, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=727 --time-ticks-at-unix-epoch=-1733728759337410 --launch-time-ticks=38220935450 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8783025253994520223,8533058663221998373,262144 --disable-features=EyeDropper --variations-seed-version=20241206-115553.776000
root      363002  0.0  0.0      0     0 ?        I    20:56   0:00 [kworker/9:1-wg-crypt-wg0]
root      363016  0.0  0.0      0     0 ?        I    20:56   0:00 [kworker/11:0-wg-crypt-wg0]
root      363215  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/8:1-wg-crypt-wg0]
root      363250  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/5:0-wg-crypt-wg0]
root      363253  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/6:2-wg-crypt-wg0]
root      363302  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/4:0-events]
root      363326  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/7:1-events]
root      363327  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/10:0-events]
root      363328  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/11:2-wg-crypt-wg0]
root      363329  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/12:1-events]
root      363330  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/14:0-mm_percpu_wq]
root      363342  0.0  0.0      0     0 ?        I    20:57   0:00 [kworker/0:1-events]
g         363370  0.0  0.0  12696  5632 pts/4    R+   20:57   0:00 ps aux
